cod_prod,data_inicio,data_fim,preco
649768710242,2019-12-25,2022-03-22,309.99
649768710242,2022-03-23,2024-06-13,310.99
438156790351,2021-02-19,2021-04-14,375.99
438156790351,2021-04-15,2021-06-08,388.99
438156790351,2021-06-09,2021-08-02,402.99
438156790351,2021-08-03,2021-09-26,410.99
438156790351,2021-09-27,2021-11-20,425.99
438156790351,2021-11-21,2022-01-14,444.99
438156790351,2022-01-15,2022-03-10,445.99
438156790351,2022-03-11,2022-04-28,439.99
19174715962,2020-05-16,2020-09-07,367.99
19174715962,2020-09-08,2020-12-31,385.99
19174715962,2021-01-01,2021-04-25,400.99
19174715962,2021-04-26,2021-08-18,418.99
19174715962,2021-08-19,2021-12-11,413.99
19174715962,2021-12-12,2022-04-05,413.99
19174715962,2022-04-06,2022-07-29,412.99
19174715962,2022-07-30,2022-11-21,421.99
19174715962,2022-11-22,2023-03-16,435.99
19174715962,2023-03-17,2023-07-09,452.99
19174715962,2023-07-10,2023-11-01,468.99
19174715962,2023-11-02,2024-02-24,457.99
19174715962,2024-02-25,2024-06-13,457.99
808856535109,2016-06-04,2017-07-27,230.99
808856535109,2017-07-28,2018-09-19,240.99
808856535109,2018-09-20,2019-11-12,246.99
808856535109,2019-11-13,2021-01-04,255.99
808856535109,2021-01-05,2022-02-27,256.99
808856535109,2022-02-28,2023-04-22,261.99
808856535109,2023-04-23,2024-06-13,269.99
384072158587,2000-03-05,2002-06-07,147.99
384072158587,2002-06-08,2004-09-09,149.99
384072158587,2004-09-10,2006-12-13,150.99
384072158587,2006-12-14,2009-03-17,148.99
384072158587,2009-03-18,2011-06-20,149.99
384072158587,2011-06-21,2013-09-22,151.99
384072158587,2013-09-23,2015-12-26,159.99
384072158587,2015-12-27,2018-03-30,157.99
384072158587,2018-03-31,2020-07-02,164.99
384072158587,2020-07-03,2022-10-02,169.99
30179342434,2011-09-19,2012-11-02,166.99
30179342434,2012-11-03,2013-12-18,171.99
30179342434,2013-12-19,2015-02-02,175.99
30179342434,2015-02-03,2016-03-19,182.99
30179342434,2016-03-20,2017-05-04,181.99
30179342434,2017-05-05,2018-06-19,186.99
30179342434,2018-06-20,2019-08-04,189.99
30179342434,2019-08-05,2020-09-18,194.99
30179342434,2020-09-19,2021-11-03,194.99
30179342434,2021-11-04,2022-12-19,204.99
30179342434,2022-12-20,2024-01-29,202.99
66396206730,2010-06-08,2011-04-12,114.99
66396206730,2011-04-13,2012-02-15,120.99
66396206730,2012-02-16,2012-12-20,124.99
66396206730,2012-12-21,2013-10-25,124.99
66396206730,2013-10-26,2014-08-30,122.99
66396206730,2014-08-31,2015-07-05,120.99
66396206730,2015-07-06,2016-05-09,118.99
66396206730,2016-05-10,2017-03-14,116.99
66396206730,2017-03-15,2018-01-17,116.99
66396206730,2018-01-18,2018-11-22,121.99
66396206730,2018-11-23,2019-09-27,127.99
66396206730,2019-09-28,2020-08-01,130.99
66396206730,2020-08-02,2021-06-06,134.99
66396206730,2021-06-07,2022-04-09,131.99
33376613543,2011-02-23,2012-06-04,221.99
33376613543,2012-06-05,2013-09-15,222.99
33376613543,2013-09-16,2014-12-27,229.99
33376613543,2014-12-28,2016-04-08,235.99
33376613543,2016-04-09,2017-07-20,239.99
33376613543,2017-07-21,2018-10-31,247.99
33376613543,2018-11-01,2020-02-11,243.99
33376613543,2020-02-12,2021-05-24,241.99
33376613543,2021-05-25,2022-09-04,242.99
33376613543,2022-09-05,2023-12-14,240.99
114048868505,2008-05-18,2009-10-02,140.99
114048868505,2009-10-03,2011-02-17,144.99
114048868505,2011-02-18,2012-07-04,145.99
114048868505,2012-07-05,2013-11-19,147.99
114048868505,2013-11-20,2015-04-06,148.99
114048868505,2015-04-07,2016-08-21,155.99
114048868505,2016-08-22,2018-01-06,152.99
114048868505,2018-01-07,2019-05-24,157.99
114048868505,2019-05-25,2020-10-08,161.99
114048868505,2020-10-09,2022-02-23,164.99
67090255895,2007-01-22,2007-12-03,362.99
67090255895,2007-12-04,2008-10-14,379.99
67090255895,2008-10-15,2009-08-26,397.99
67090255895,2009-08-27,2010-07-08,396.99
67090255895,2010-07-09,2011-05-20,404.99
67090255895,2011-05-21,2012-03-31,403.99
67090255895,2012-04-01,2013-02-10,410.99
67090255895,2013-02-11,2013-12-23,409.99
67090255895,2013-12-24,2014-11-04,425.99
67090255895,2014-11-05,2015-09-16,439.99
67090255895,2015-09-17,2016-07-28,460.99
67090255895,2016-07-29,2017-05-29,476.99
248880943905,2012-01-06,2013-04-04,59.99
248880943905,2013-04-05,2014-07-03,61.99
248880943905,2014-07-04,2015-10-01,63.99
248880943905,2015-10-02,2016-12-29,66.99
248880943905,2016-12-30,2018-03-29,68.99
248880943905,2018-03-30,2019-06-27,69.99
248880943905,2019-06-28,2020-09-24,70.99
248880943905,2020-09-25,2021-12-23,72.99
248880943905,2021-12-24,2023-03-23,71.99
248880943905,2023-03-24,2024-06-13,73.99
862101588593,2010-08-03,2013-04-24,132.99
862101588593,2013-04-25,2016-01-15,137.99
862101588593,2016-01-16,2018-10-07,138.99
862101588593,2018-10-08,2021-06-29,138.99
862101588593,2021-06-30,2024-03-17,136.99
145844671488,2002-02-07,2004-04-09,430.99
145844671488,2004-04-10,2006-06-11,442.99
145844671488,2006-06-12,2008-08-12,458.99
145844671488,2008-08-13,2010-10-14,463.99
145844671488,2010-10-15,2012-12-15,463.99
145844671488,2012-12-16,2015-02-14,461.99
890491444274,2000-03-05,2003-08-23,184.99
890491444274,2003-08-24,2007-02-10,189.99
890491444274,2007-02-11,2010-07-31,186.99
890491444274,2010-08-01,2014-01-18,185.99
890491444274,2014-01-19,2017-07-08,194.99
890491444274,2017-07-09,2020-12-26,199.99
890491444274,2020-12-27,2024-06-13,207.99
604294910511,2003-08-01,2003-11-11,121.99
604294910511,2003-11-12,2004-02-22,121.99
604294910511,2004-02-23,2004-06-04,122.99
604294910511,2004-06-05,2004-09-15,127.99
604294910511,2004-09-16,2004-12-27,130.99
604294910511,2004-12-28,2005-04-09,131.99
604294910511,2005-04-10,2005-07-21,129.99
604294910511,2005-07-22,2005-11-01,133.99
604294910511,2005-11-02,2006-02-12,140.99
604294910511,2006-02-13,2006-05-26,138.99
604294910511,2006-05-27,2006-09-06,142.99
604294910511,2006-09-07,2006-12-18,141.99
604294910511,2006-12-19,2007-03-28,140.99
293341574297,2005-03-02,2005-09-07,148.99
293341574297,2005-09-08,2006-03-16,154.99
293341574297,2006-03-17,2006-09-22,154.99
293341574297,2006-09-23,2007-03-31,155.99
293341574297,2007-04-01,2007-10-07,156.99
293341574297,2007-10-08,2008-04-14,154.99
293341574297,2008-04-15,2008-10-21,159.99
293341574297,2008-10-22,2009-04-29,159.99
293341574297,2009-04-30,2009-11-05,163.99
293341574297,2009-11-06,2010-05-14,167.99
293341574297,2010-05-15,2010-11-20,170.99
293341574297,2010-11-21,2011-05-22,168.99
403118967263,2002-11-29,2004-02-15,126.99
403118967263,2004-02-16,2005-05-04,125.99
403118967263,2005-05-05,2006-07-22,130.99
403118967263,2006-07-23,2007-10-09,129.99
403118967263,2007-10-10,2008-12-26,130.99
403118967263,2008-12-27,2010-03-15,134.99
403118967263,2010-03-16,2011-06-02,133.99
403118967263,2011-06-03,2012-08-19,139.99
403118967263,2012-08-20,2013-11-06,144.99
403118967263,2013-11-07,2015-01-24,142.99
403118967263,2015-01-25,2016-04-12,149.99
403118967263,2016-04-13,2017-06-30,147.99
403118967263,2017-07-01,2018-09-17,150.99
403118967263,2018-09-18,2019-11-27,150.99
313596270420,2004-11-21,2005-11-04,152.99
313596270420,2005-11-05,2006-10-19,157.99
313596270420,2006-10-20,2007-10-03,159.99
313596270420,2007-10-04,2008-09-16,157.99
313596270420,2008-09-17,2009-08-31,159.99
313596270420,2009-09-01,2010-08-15,161.99
313596270420,2010-08-16,2011-07-30,162.99
313596270420,2011-07-31,2012-07-13,169.99
313596270420,2012-07-14,2013-06-21,177.99
915865504351,2023-12-28,2024-01-12,274.99
915865504351,2024-01-13,2024-01-28,269.99
915865504351,2024-01-29,2024-02-13,282.99
915865504351,2024-02-14,2024-02-29,291.99
915865504351,2024-03-01,2024-03-16,297.99
915865504351,2024-03-17,2024-04-01,306.99
915865504351,2024-04-02,2024-04-17,316.99
915865504351,2024-04-18,2024-05-03,322.99
915865504351,2024-05-04,2024-05-19,328.99
915865504351,2024-05-20,2024-06-04,336.99
915865504351,2024-06-05,2024-06-13,333.99
814334092590,2005-10-04,2007-12-27,380.99
814334092590,2007-12-28,2010-03-21,398.99
814334092590,2010-03-22,2012-06-13,409.99
814334092590,2012-06-14,2014-09-06,425.99
814334092590,2014-09-07,2016-11-29,445.99
814334092590,2016-11-30,2019-02-22,450.99
814334092590,2019-02-23,2021-05-11,444.99
409313571908,2017-12-11,2018-11-09,373.99
409313571908,2018-11-10,2019-10-09,392.99
409313571908,2019-10-10,2020-09-07,399.99
409313571908,2020-09-08,2021-08-07,396.99
409313571908,2021-08-08,2022-07-07,402.99
457980007466,2002-06-07,2006-06-26,227.99
457980007466,2006-06-27,2010-07-16,237.99
457980007466,2010-07-17,2014-08-05,239.99
457980007466,2014-08-06,2018-08-25,250.99
457980007466,2018-08-26,2022-09-13,261.99
392825937693,2003-10-03,2004-04-29,137.99
392825937693,2004-04-30,2004-11-25,134.99
392825937693,2004-11-26,2005-06-23,131.99
392825937693,2005-06-24,2006-01-19,128.99
392825937693,2006-01-20,2006-08-17,135.99
392825937693,2006-08-18,2007-03-15,135.99
392825937693,2007-03-16,2007-10-11,135.99
392825937693,2007-10-12,2008-05-08,140.99
392825937693,2008-05-09,2008-12-04,143.99
392825937693,2008-12-05,2009-06-29,148.99
458798604908,2020-09-07,2020-12-14,434.99
458798604908,2020-12-15,2021-03-23,441.99
458798604908,2021-03-24,2021-06-30,445.99
458798604908,2021-07-01,2021-10-07,464.99
458798604908,2021-10-08,2022-01-14,478.99
458798604908,2022-01-15,2022-04-23,498.99
458798604908,2022-04-24,2022-07-31,498.99
458798604908,2022-08-01,2022-11-07,506.99
458798604908,2022-11-08,2023-02-14,521.99
458798604908,2023-02-15,2023-05-24,518.99
458798604908,2023-05-25,2023-08-31,534.99
458798604908,2023-09-01,2023-12-08,550.99
458798604908,2023-12-09,2024-03-16,550.99
458798604908,2024-03-17,2024-06-13,550.99
858765026007,2008-01-19,2009-04-23,374.99
858765026007,2009-04-24,2010-07-28,370.99
858765026007,2010-07-29,2011-11-01,389.99
858765026007,2011-11-02,2013-02-04,393.99
858765026007,2013-02-05,2014-05-11,392.99
858765026007,2014-05-12,2015-08-15,401.99
858765026007,2015-08-16,2016-11-18,412.99
858765026007,2016-11-19,2018-02-22,415.99
858765026007,2018-02-23,2019-05-29,413.99
858765026007,2019-05-30,2020-09-01,431.99
858765026007,2020-09-02,2021-12-06,446.99
858765026007,2021-12-07,2023-03-12,451.99
858765026007,2023-03-13,2024-06-13,446.99
167520650822,2002-09-13,2005-01-18,141.99
167520650822,2005-01-19,2007-05-27,146.99
167520650822,2007-05-28,2009-10-02,152.99
167520650822,2009-10-03,2012-02-08,151.99
167520650822,2012-02-09,2014-06-16,155.99
167520650822,2014-06-17,2016-10-22,154.99
167520650822,2016-10-23,2019-02-24,162.99
246043739860,2006-01-27,2006-04-18,459.99
246043739860,2006-04-19,2006-07-09,464.99
246043739860,2006-07-10,2006-09-29,466.99
246043739860,2006-09-30,2006-12-20,475.99
246043739860,2006-12-21,2007-03-12,489.99
246043739860,2007-03-13,2007-06-02,496.99
246043739860,2007-06-03,2007-08-23,516.99
246043739860,2007-08-24,2007-11-13,504.99
246043739860,2007-11-14,2008-02-03,517.99
246043739860,2008-02-04,2008-04-25,520.99
246043739860,2008-04-26,2008-07-06,529.99
785392870379,2023-10-16,2023-11-06,240.99
785392870379,2023-11-07,2023-11-28,252.99
785392870379,2023-11-29,2023-12-20,260.99
785392870379,2023-12-21,2024-01-11,263.99
785392870379,2024-01-12,2024-02-02,259.99
785392870379,2024-02-03,2024-02-24,261.99
785392870379,2024-02-25,2024-03-17,263.99
785392870379,2024-03-18,2024-04-08,258.99
785392870379,2024-04-09,2024-04-30,271.99
785392870379,2024-05-01,2024-05-22,284.99
785392870379,2024-05-23,2024-06-13,278.99
383163922083,2008-12-02,2010-05-06,196.99
383163922083,2010-05-07,2011-10-09,196.99
383163922083,2011-10-10,2013-03-13,194.99
383163922083,2013-03-14,2014-08-16,199.99
383163922083,2014-08-17,2016-01-19,197.99
383163922083,2016-01-20,2017-06-23,197.99
383163922083,2017-06-24,2018-11-26,196.99
383163922083,2018-11-27,2020-04-30,202.99
383163922083,2020-05-01,2021-10-03,212.99
383163922083,2021-10-04,2023-03-04,219.99
280836331060,2000-03-05,2001-12-13,216.99
280836331060,2001-12-14,2003-09-23,225.99
280836331060,2003-09-24,2005-07-03,229.99
280836331060,2005-07-04,2007-04-13,230.99
280836331060,2007-04-14,2009-01-21,233.99
280836331060,2009-01-22,2010-11-01,243.99
280836331060,2010-11-02,2012-08-11,240.99
280836331060,2012-08-12,2014-05-15,237.99
192268161675,2022-06-05,2022-08-17,381.99
192268161675,2022-08-18,2022-10-30,393.99
192268161675,2022-10-31,2023-01-12,412.99
192268161675,2023-01-13,2023-03-27,423.99
192268161675,2023-03-28,2023-06-09,417.99
192268161675,2023-06-10,2023-08-22,413.99
192268161675,2023-08-23,2023-11-04,422.99
192268161675,2023-11-05,2024-01-17,440.99
192268161675,2024-01-18,2024-03-31,456.99
192268161675,2024-04-01,2024-06-13,475.99
69804224920,2005-12-26,2006-08-12,115.99
69804224920,2006-08-13,2007-03-30,119.99
69804224920,2007-03-31,2007-11-15,121.99
69804224920,2007-11-16,2008-07-02,121.99
69804224920,2008-07-03,2009-02-17,125.99
69804224920,2009-02-18,2009-10-05,127.99
69804224920,2009-10-06,2010-05-23,128.99
69804224920,2010-05-24,2011-01-08,131.99
69804224920,2011-01-09,2011-08-26,128.99
69804224920,2011-08-27,2012-04-12,127.99
69804224920,2012-04-13,2012-11-28,125.99
69804224920,2012-11-29,2013-07-16,125.99
69804224920,2013-07-17,2014-02-22,125.99
248020916271,2013-11-21,2015-08-08,380.99
248020916271,2015-08-09,2017-04-25,396.99
248020916271,2017-04-26,2019-01-11,412.99
248020916271,2019-01-12,2020-09-28,403.99
248020916271,2020-09-29,2022-06-14,407.99
807529016594,2012-09-05,2013-08-29,252.99
807529016594,2013-08-30,2014-08-23,254.99
807529016594,2014-08-24,2015-08-17,256.99
807529016594,2015-08-18,2016-08-10,253.99
807529016594,2016-08-11,2017-08-04,257.99
807529016594,2017-08-05,2018-07-29,258.99
807529016594,2018-07-30,2019-07-23,266.99
807529016594,2019-07-24,2020-07-16,274.99
807529016594,2020-07-17,2021-07-10,280.99
807529016594,2021-07-11,2022-07-04,292.99
807529016594,2022-07-05,2023-06-28,301.99
807529016594,2023-06-29,2024-06-13,298.99
432993811552,2016-12-21,2017-11-27,264.99
432993811552,2017-11-28,2018-11-04,261.99
432993811552,2018-11-05,2019-10-12,268.99
432993811552,2019-10-13,2020-09-18,277.99
432993811552,2020-09-19,2021-08-26,280.99
432993811552,2021-08-27,2022-08-03,276.99
432993811552,2022-08-04,2023-07-11,270.99
432993811552,2023-07-12,2024-06-13,267.99
267153538600,2015-11-23,2016-08-09,433.99
267153538600,2016-08-10,2017-04-27,432.99
267153538600,2017-04-28,2018-01-13,424.99
267153538600,2018-01-14,2018-10-01,434.99
267153538600,2018-10-02,2019-06-19,433.99
267153538600,2019-06-20,2020-03-06,445.99
267153538600,2020-03-07,2020-11-22,463.99
